Latitude,Longitude,State,Number of Records,Date Checked,Death Increase,Death,Fips,Hospitalized Cumulative,Hospitalized Currently,Hospitalized Increase,Hospitalized,In Icu Cumulative,In Icu Currently,Negative Increase,Negative,On Ventilator Cumulative,On Ventilator Currently,Pending,Pos Neg,Positive Increase,Positive,Recovered,State Postal Code,Total Test Results Increase,Total Test Results,Total
44,-72.699997,Vermont,1,3/29/2020 8:00:00 PM,0,12,50,18,,0,18,,,1303,3466,,,,3701,24,235,,VT,1327,3701,3701
47.751076,-120.740135,Washington,1,3/29/2020 8:00:00 PM,14,189,53,254,,0,254,,,5881,54896,,,,59206,587,4310,,WA,6468,59206,59206
44.5,-89.5,Wisconsin,1,3/29/2020 8:00:00 PM,0,13,55,,,0,,,,1318,16550,,,,17662,123,1112,,WI,1441,17662,17662
39,-80.5,West Virginia,1,3/29/2020 8:00:00 PM,0,0,54,1,,0,1,,,374,2705,,,0,2818,17,113,,WV,391,2818,2818
43.07597,-107.290283,Wyoming,1,3/29/2020 8:00:00 PM,0,0,56,15,,1,15,,,79,1554,,,,1640,4,86,20,WY,83,1640,1640
66.160507,-153.369141,Alaska,1,3/28/2020 8:00:00 PM,1,2,2,5,,2,5,,,517,2836,,,,2921,16,85,,AK,533,2921,2921
32.31823,-86.902298,Alabama,1,3/28/2020 8:00:00 PM,0,3,1,,,0,,,,0,4184,,,,4880,109,696,,AL,109,4880,4880
34.799999,-92.199997,Arkansas,1,3/28/2020 8:00:00 PM,2,5,5,,48,0,,,,1393,2938,,17,,3342,23,404,24,AR,1416,3342,3342
-14.306407,-170.6950175,American Samoa,1,3/28/2020 8:00:00 PM,0,0,60,,,0,,,,0,,,,0,0,0,0,,AS,0,0,0
34.048927,-111.093735,Arizona,1,3/28/2020 8:00:00 PM,2,15,4,,,0,,,,0,7455,,,21,8328,137,873,,AZ,137,8328,8349
36.778259,-119.417931,California,1,3/28/2020 8:00:00 PM,23,101,6,,1034,0,,,410,3169,20549,,,64400,25192,764,4643,,CA,3933,25192,89592
39.113014,-105.358887,Colorado,1,3/28/2020 8:00:00 PM,7,31,8,239,,55,239,,,1250,9942,,,,11676,304,1734,,CO,1554,11676,11676
41.599998,-72.699997,Connecticut,1,3/28/2020 8:00:00 PM,0,27,9,,173,0,,,,0,7109,,,,8400,0,1291,,CT,0,8400,8400
38.900497,-77.007507,Dist. of Columbia,1,3/28/2020 8:00:00 PM,1,4,11,,,0,,,,314,2211,,,1,2515,37,304,51,DC,351,2515,2516
39,-75.5,Delaware,1,3/28/2020 8:00:00 PM,1,3,10,,31,0,,,,0,36,,,,250,51,214,9,DE,51,250,250
27.994402,-81.760254,Florida,1,3/28/2020 8:00:00 PM,20,54,12,526,,70,526,,,7180,35366,,,,39129,998,3763,,FL,8178,39129,39129
33.247875,-83.441162,Georgia,1,3/28/2020 8:00:00 PM,5,69,13,617,,51,617,,,821,8685,,,,11051,365,2366,,GA,1186,11051,11051
13.444304,144.793732,Guam,1,3/28/2020 8:00:00 PM,0,1,66,,15,0,,,,0,299,,,,354,4,55,7,GU,4,354,354
19.741755,-155.844437,Hawaii,1,3/28/2020 8:00:00 PM,0,,15,8,,1,8,,,0,4357,,,,4477,14,120,,HI,14,4477,4477
42.032974,-93.581543,Iowa,1,3/28/2020 8:00:00 PM,0,3,19,61,46,11,61,,,635,4375,,,,4673,63,298,15,IA,698,4673,4673
44.068203,-114.742043,Idaho,1,3/28/2020 8:00:00 PM,1,4,16,25,,25,25,,,674,3342,,,,3572,41,230,,ID,715,3572,3572
40,-89,Illinois,1,3/28/2020 8:00:00 PM,13,47,17,,,0,,,,3484,22000,,,,25491,465,3491,,IL,3949,25491,25491
40.273502,-86.126976,Indiana,1,3/28/2020 8:00:00 PM,7,31,18,,,0,,,,1220,7175,,,,8407,251,1232,,IN,1471,8407,8407
38.5,-98,Kansas,1,3/28/2020 8:00:00 PM,1,5,20,27,,0,27,,,442,3671,,,,3932,59,261,,KS,501,3932,3932
37.839333,-84.27002,Kentucky,1,3/28/2020 8:00:00 PM,2,8,21,,,0,,,,1053,4821,,,,5123,54,302,,KY,1107,5123,5123
30.39183,-92.329102,Louisiana,1,3/28/2020 8:00:00 PM,18,137,22,,927,0,,,,3233,21846,,336,,25161,569,3315,,LA,3802,25161,25161
42.407211,-71.382439,Massachusetts,1,3/28/2020 8:00:00 PM,9,44,25,350,,131,350,,,4661,30792,,,,35049,1017,4257,,MA,5678,35049,35049
39.045753,-76.641273,Maryland,1,3/28/2020 8:00:00 PM,0,5,24,226,,53,226,,,11422,11516,,,,12508,218,992,,MD,11640,12508,12508
45.367584,-68.972168,Maine,1,3/28/2020 8:00:00 PM,0,1,23,,,0,,,,0,3394,,,,3605,43,211,36,ME,43,3605,3605
44.182205,-84.506836,Michigan,1,3/28/2020 8:00:00 PM,0,92,26,,,0,,,,2559,9109,,,,12766,0,3657,,MI,2559,12766,12766
46.39241,-109.533691,Minnesota,1,3/28/2020 8:00:00 PM,1,5,27,57,30,6,57,17,,2083,15688,,,,16129,43,441,220,MN,2126,16129,16129
38.573936,-92.60376,Missouri,1,3/28/2020 8:00:00 PM,2,10,29,,,0,,,,9713,10082,,,,10920,169,838,,MO,9882,10920,10920
15.106389,145.706524,Northern Marianas,1,3/28/2020 8:00:00 PM,0,,69,,,0,,,,0,,,,,2,2,2,,MP,2,2,2
33,-90,Mississippi,1,3/28/2020 8:00:00 PM,5,13,28,219,,34,219,,,0,2560,,,,3223,84,663,,MS,84,3223,3223
46.96526,-109.533691,Montana,1,3/28/2020 8:00:00 PM,1,1,30,7,,0,7,,,666,3256,,,,3385,21,129,,MT,687,3385,3385
35.782169,-80.793457,North Carolina,1,3/28/2020 8:00:00 PM,1,4,37,,87,0,,,,2219,16592,,,,17527,172,935,,NC,2391,17527,17527
47.650589,-100.437012,North Dakota,1,3/28/2020 8:00:00 PM,1,1,38,16,,3,16,,,382,2809,,,,2892,18,83,16,ND,400,2892,2892
41.5,-100,Nebraska,1,3/28/2020 8:00:00 PM,2,2,31,,,0,,,,143,1904,,,,2000,11,96,,NE,154,2000,2000
44,-71.5,New Hampshire,1,3/28/2020 8:00:00 PM,1,2,33,30,,5,30,,,261,3656,,,296,3843,29,187,,NH,290,3843,4139
39.833851,-74.871826,New Jersey,1,3/28/2020 8:00:00 PM,32,140,34,,2000,0,,,,2839,19386,,,,30510,2299,11124,,NJ,5138,30510,30510
34.307144,-106.018066,New Mexico,1,3/28/2020 8:00:00 PM,0,1,35,17,17,17,17,,,819,9196,,,,9387,55,191,,NM,874,9387,9387
39.876019,-117.224121,Nevada,1,3/28/2020 8:00:00 PM,0,10,32,,,0,,,,1740,7901,,,,8522,86,621,,NV,1826,8522,8522
43,-75,New York,1,3/28/2020 8:00:00 PM,209,728,36,10054,7328,1528,10054,1755,1755,2498,103616,,,,155934,7683,52318,2726,NY,10181,155934,155934
40.367474,-82.996216,Ohio,1,3/28/2020 8:00:00 PM,6,25,39,344,,68,344,123,,0,19012,,,,20418,269,1406,,OH,269,20418,20418
36.084621,-96.921387,Oklahoma,1,3/28/2020 8:00:00 PM,7,15,40,126,,21,126,,,96,1180,,,,1557,55,377,,OK,151,1557,1557
44,-120.5,Oregon,1,3/28/2020 8:00:00 PM,1,13,41,117,107,15,117,,,1183,9693,31,31,,10172,65,479,,OR,1248,10172,10172
41.203323,-77.194527,Pennsylvania,1,3/28/2020 8:00:00 PM,12,34,42,316,,75,316,,,4238,25254,,,,28005,533,2751,,PA,4771,28005,28005
18.200178,-66.664513,Puerto Rico,1,3/28/2020 8:00:00 PM,0,3,72,,,0,,,,220,739,,,792,839,21,100,,PR,241,839,1631
41.700001,-71.5,Rhode Island,1,3/28/2020 8:00:00 PM,0,,44,28,28,5,28,9,9,940,2306,6,6,138,2509,38,203,,RI,978,2509,2647
33.836082,-81.163727,South Carolina,1,3/28/2020 8:00:00 PM,4,13,45,129,,20,129,,,101,2408,,,,2947,83,539,,SC,184,2947,2947
44.5,-100,South Dakota,1,3/28/2020 8:00:00 PM,0,1,46,,,0,,,,205,2592,,,0,2660,10,68,26,SD,215,2660,2660
35.860119,-86.660156,Tennessee,1,3/28/2020 8:00:00 PM,0,6,47,118,,15,118,,,2077,16965,,,,18338,170,1373,,TN,2247,18338,18338
31,-100,Texas,1,3/28/2020 8:00:00 PM,4,27,48,,,0,,,,1273,23208,,,,25260,321,2052,,TX,1594,25260,25260
39.41922,-111.950684,Utah,1,3/28/2020 8:00:00 PM,0,2,49,,,0,,,,1946,10710,,,,11312,122,602,,UT,2068,11312,11312
37.926868,-78.024902,Virginia,1,3/28/2020 8:00:00 PM,3,17,51,99,,16,99,,,1694,8427,,,,9166,135,739,,VA,1829,9166,9166
18.343441,-64.8671634,Virgin Islands,1,3/28/2020 8:00:00 PM,0,0,78,,,0,,,,51,106,,,55,128,3,22,,VI,54,128,183
44,-72.699997,Vermont,1,3/28/2020 8:00:00 PM,2,12,50,18,,0,18,,,86,2163,,,,2374,27,211,,VT,113,2374,2374
47.751076,-120.740135,Washington,1,3/28/2020 8:00:00 PM,28,175,53,254,,254,254,,,5842,49015,,,,52738,516,3723,,WA,6358,52738,52738
44.5,-89.5,Wisconsin,1,3/28/2020 8:00:00 PM,0,13,55,,,0,,,,2092,15232,,,,16221,147,989,,WI,2239,16221,16221
39,-80.5,West Virginia,1,3/28/2020 8:00:00 PM,0,0,54,1,,0,1,,,552,2331,,,6,2427,20,96,,WV,572,2427,2433
43.07597,-107.290283,Wyoming,1,3/28/2020 8:00:00 PM,0,0,56,14,,3,14,,,264,1475,,,,1557,12,82,18,WY,276,1557,1557
66.160507,-153.369141,Alaska,1,3/27/2020 8:00:00 PM,0,1,2,3,,0,3,,,518,2319,,,13,2388,10,69,,AK,528,2388,2401
32.31823,-86.902298,Alabama,1,3/27/2020 8:00:00 PM,2,3,1,,,0,,,,591,4184,,,,4771,81,587,,AL,672,4771,4771
34.799999,-92.199997,Arkansas,1,3/27/2020 8:00:00 PM,0,3,5,,48,0,,,,41,1545,,17,,1926,46,381,19,AR,87,1926,1926
-14.306407,-170.6950175,American Samoa,1,3/27/2020 8:00:00 PM,0,0,60,,,0,,,,0,,,,0,0,0,0,,AS,0,0,0
34.048927,-111.093735,Arizona,1,3/27/2020 8:00:00 PM,5,13,4,,,0,,,,7108,7455,,,30,8191,159,736,,AZ,7267,8191,8221
36.778259,-119.417931,California,1,3/27/2020 8:00:00 PM,13,78,6,,746,0,,,200,0,17380,,,57400,21259,873,3879,,CA,873,21259,78659
39.113014,-105.358887,Colorado,1,3/27/2020 8:00:00 PM,5,24,8,184,,36,184,,,1714,8692,,,,10122,344,1430,,CO,2058,10122,10122
41.599998,-72.699997,Connecticut,1,3/27/2020 8:00:00 PM,6,27,9,,173,0,,,,1484,7109,,,,8400,279,1291,,CT,1763,8400,8400
38.900497,-77.007507,Dist. of Columbia,1,3/27/2020 8:00:00 PM,0,3,11,,,0,,,,271,1897,,,2,2164,36,267,49,DC,307,2164,2166
39,-75.5,Delaware,1,3/27/2020 8:00:00 PM,1,2,10,,15,0,,,,0,36,,,,199,33,163,9,DE,33,199,199
27.994402,-81.760254,Florida,1,3/27/2020 8:00:00 PM,6,34,12,456,,50,456,,,4445,28186,,,1517,30951,410,2765,,FL,4855,30951,32468
33.247875,-83.441162,Georgia,1,3/27/2020 8:00:00 PM,16,64,13,566,,93,566,,,463,7864,,,,9865,476,2001,,GA,939,9865,9865
13.444304,144.793732,Guam,1,3/27/2020 8:00:00 PM,0,1,66,,13,0,,,,36,299,,,,350,6,51,,GU,42,350,350
19.741755,-155.844437,Hawaii,1,3/27/2020 8:00:00 PM,0,,15,7,,2,7,,,0,4357,,,,4463,11,106,,HI,11,4463,4463
42.032974,-93.581543,Iowa,1,3/27/2020 8:00:00 PM,2,3,19,50,32,4,50,,,1162,3740,,,,3975,56,235,18,IA,1218,3975,3975
44.068203,-114.742043,Idaho,1,3/27/2020 8:00:00 PM,3,3,16,,,0,,,,603,2668,,,,2857,66,189,,ID,669,2857,2857
40,-89,Illinois,1,3/27/2020 8:00:00 PM,8,34,17,,,0,,,,4423,18516,,,,21542,488,3026,,IL,4911,21542,21542
40.273502,-86.126976,Indiana,1,3/27/2020 8:00:00 PM,7,24,18,,,0,,,,1949,5955,,,,6936,336,981,,IN,2285,6936,6936
38.5,-98,Kansas,1,3/27/2020 8:00:00 PM,1,4,20,27,,27,27,,,360,3229,,,,3431,34,202,,KS,394,3431,3431
37.839333,-84.27002,Kentucky,1,3/27/2020 8:00:00 PM,2,6,21,,,0,,,,666,3768,,,,4016,50,248,,KY,716,4016,4016
30.39183,-92.329102,Louisiana,1,3/27/2020 8:00:00 PM,36,119,22,,773,0,,,,2889,18613,,270,,21359,441,2746,,LA,3330,21359,21359
42.407211,-71.382439,Massachusetts,1,3/27/2020 8:00:00 PM,10,35,25,219,,0,219,,,4927,26131,,,,29371,823,3240,,MA,5750,29371,29371
39.045753,-76.641273,Maryland,1,3/27/2020 8:00:00 PM,1,5,24,173,,41,173,,,0,94,,,,868,194,774,25,MD,194,868,868
45.367584,-68.972168,Maine,1,3/27/2020 8:00:00 PM,1,1,23,,,0,,,,0,3394,,,,3562,13,168,24,ME,13,3562,3562
44.182205,-84.506836,Michigan,1,3/27/2020 8:00:00 PM,32,92,26,,,0,,,,0,6550,,,,10207,801,3657,,MI,801,10207,10207
46.39241,-109.533691,Minnesota,1,3/27/2020 8:00:00 PM,2,4,27,51,34,10,51,17,,1001,13605,,,,14003,52,398,180,MN,1053,14003,14003
38.573936,-92.60376,Missouri,1,3/27/2020 8:00:00 PM,0,8,29,,,0,,,,0,369,,,,1038,167,669,,MO,167,1038,1038
15.106389,145.706524,Northern Marianas,1,3/27/2020 8:00:00 PM,0,0,69,,,0,,,,0,,,,,0,0,0,,MP,0,0,0
33,-90,Mississippi,1,3/27/2020 8:00:00 PM,2,8,28,185,,35,185,,,269,2560,,,,3139,94,579,,MS,363,3139,3139
46.96526,-109.533691,Montana,1,3/27/2020 8:00:00 PM,0,,30,7,,6,7,,,462,2590,,,,2698,37,108,,MT,499,2698,2698
35.782169,-80.793457,North Carolina,1,3/27/2020 8:00:00 PM,1,3,37,,77,0,,,,2099,14373,,,,15136,127,763,,NC,2226,15136,15136
47.650589,-100.437012,North Dakota,1,3/27/2020 8:00:00 PM,0,0,38,13,,3,13,,,388,2427,,,,2492,13,65,15,ND,401,2492,2492
41.5,-100,Nebraska,1,3/27/2020 8:00:00 PM,0,0,31,,,0,,,,177,1761,,,,1846,12,85,,NE,189,1846,1846
44,-71.5,New Hampshire,1,3/27/2020 8:00:00 PM,0,1,33,25,,6,25,,,394,3395,,,592,3553,21,158,,NH,415,3553,4145
39.833851,-74.871826,New Jersey,1,3/27/2020 8:00:00 PM,27,108,34,,2000,0,,,,2886,16547,,,,25372,1949,8825,,NJ,4835,25372,25372
34.307144,-106.018066,New Mexico,1,3/27/2020 8:00:00 PM,0,1,35,,,0,,,,696,8377,,,,8513,24,136,,NM,720,8513,8513
39.876019,-117.224121,Nevada,1,3/27/2020 8:00:00 PM,0,10,32,,,0,,,,1464,6161,,,,6696,115,535,,NV,1579,6696,6696
43,-75,New York,1,3/27/2020 8:00:00 PM,134,519,36,8526,6481,1682,8526,1583,1583,16272,101118,,,,145753,7377,44635,2045,NY,23649,145753,145753
40.367474,-82.996216,Ohio,1,3/27/2020 8:00:00 PM,4,19,39,276,,53,276,107,,2563,19012,,,,20149,270,1137,,OH,2833,20149,20149
36.084621,-96.921387,Oklahoma,1,3/27/2020 8:00:00 PM,1,8,40,105,,19,105,,,126,1084,,,,1406,74,322,,OK,200,1406,1406
44,-120.5,Oregon,1,3/27/2020 8:00:00 PM,1,12,41,102,91,12,102,,,1557,8510,31,31,,8924,87,414,,OR,1644,8924,8924
41.203323,-77.194527,Pennsylvania,1,3/27/2020 8:00:00 PM,6,22,42,241,,241,241,,,4575,21016,,,,23234,531,2218,,PA,5106,23234,23234
18.200178,-66.664513,Puerto Rico,1,3/27/2020 8:00:00 PM,1,3,72,,,0,,,,142,519,,,334,598,15,79,,PR,157,598,932
41.700001,-71.5,Rhode Island,1,3/27/2020 8:00:00 PM,0,,44,23,23,0,23,9,9,27,1366,6,6,138,1531,0,165,,RI,27,1531,1669
33.836082,-81.163727,South Carolina,1,3/27/2020 8:00:00 PM,0,9,45,109,,0,109,,,0,2307,,,,2763,0,456,,SC,0,2763,2763
44.5,-100,South Dakota,1,3/27/2020 8:00:00 PM,0,1,46,,,0,,,,414,2387,,,20,2445,12,58,21,SD,426,2445,2465
35.860119,-86.660156,Tennessee,1,3/27/2020 8:00:00 PM,3,6,47,103,,27,103,,,936,14888,,,,16091,246,1203,,TN,1182,16091,16091
31,-100,Texas,1,3/27/2020 8:00:00 PM,5,23,48,,,0,,,,1907,21935,,,,23666,335,1731,,TX,2242,23666,23666
39.41922,-111.950684,Utah,1,3/27/2020 8:00:00 PM,1,2,49,,,0,,,,1456,8764,,,,9244,78,480,,UT,1534,9244,9244
37.926868,-78.024902,Virginia,1,3/27/2020 8:00:00 PM,1,14,51,83,,18,83,,,1004,6733,,,,7337,144,604,,VA,1148,7337,7337
18.343441,-64.8671634,Virgin Islands,1,3/27/2020 8:00:00 PM,0,0,78,,,0,,,,0,55,,,2,74,2,19,,VI,2,74,76
44,-72.699997,Vermont,1,3/27/2020 8:00:00 PM,1,10,50,18,,18,18,,,227,2077,,,,2261,26,184,,VT,253,2261,2261
47.751076,-120.740135,Washington,1,3/27/2020 8:00:00 PM,15,147,53,,,0,,,,11461,43173,,,,46380,627,3207,,WA,12088,46380,46380
44.5,-89.5,Wisconsin,1,3/27/2020 8:00:00 PM,5,13,55,,,0,,,,1557,13140,,,,13982,135,842,,WI,1692,13982,13982
39,-80.5,West Virginia,1,3/27/2020 8:00:00 PM,0,0,54,1,,0,1,,,748,1779,,,43,1855,25,76,,WV,773,1855,1898
43.07597,-107.290283,Wyoming,1,3/27/2020 8:00:00 PM,0,0,56,11,,11,11,,,159,1211,,,,1281,17,70,17,WY,176,1281,1281
66.160507,-153.369141,Alaska,1,3/26/2020 8:00:00 PM,0,1,2,3,,2,3,,,152,1801,,,,1860,17,59,,AK,169,1860,1860
32.31823,-86.902298,Alabama,1,3/26/2020 8:00:00 PM,1,1,1,,,0,,,,1064,3593,,,,4099,223,506,,AL,1287,4099,4099
34.799999,-92.199997,Arkansas,1,3/26/2020 8:00:00 PM,1,3,5,,41,0,,,,67,1504,,13,,1839,55,335,13,AR,122,1839,1839
-14.306407,-170.6950175,American Samoa,1,3/26/2020 8:00:00 PM,0,0,60,,,0,,,,0,,,,,0,0,0,,AS,0,0,0
34.048927,-111.093735,Arizona,1,3/26/2020 8:00:00 PM,2,8,4,,,0,,,,24,347,,,33,924,127,577,,AZ,151,924,957
36.778259,-119.417931,California,1,3/26/2020 8:00:00 PM,12,65,6,,,0,,,,1459,17380,,,57400,20386,651,3006,,CA,2110,20386,77786
39.113014,-105.358887,Colorado,1,3/26/2020 8:00:00 PM,8,19,8,148,,64,148,,,189,6978,,,,8064,174,1086,,CO,363,8064,8064
41.599998,-72.699997,Connecticut,1,3/26/2020 8:00:00 PM,2,21,9,,125,0,,,,602,5625,,,,6637,137,1012,,CT,739,6637,6637
38.900497,-77.007507,Dist. of Columbia,1,3/26/2020 8:00:00 PM,1,3,11,,,0,,,,203,1626,,,1,1857,48,231,21,DC,251,1857,1858
39,-75.5,Delaware,1,3/26/2020 8:00:00 PM,1,1,10,,13,0,,,,0,36,,,,166,15,130,4,DE,15,166,166
27.994402,-81.760254,Florida,1,3/26/2020 8:00:00 PM,6,28,12,406,,90,406,,,8367,23741,,,1443,26096,673,2355,,FL,9040,26096,27539
33.247875,-83.441162,Georgia,1,3/26/2020 8:00:00 PM,8,48,13,473,,79,473,,,2469,7401,,,,8926,278,1525,,GA,2747,8926,8926
13.444304,144.793732,Guam,1,3/26/2020 8:00:00 PM,0,1,66,,11,0,,,,30,263,,,,308,8,45,,GU,38,308,308
19.741755,-155.844437,Hawaii,1,3/26/2020 8:00:00 PM,0,,15,5,,-1,5,,,0,4357,,,,4452,5,95,,HI,5,4452,4452
42.032974,-93.581543,Iowa,1,3/26/2020 8:00:00 PM,0,1,19,46,31,10,46,,,0,2578,,,,2757,34,179,15,IA,34,2757,2757
44.068203,-114.742043,Idaho,1,3/26/2020 8:00:00 PM,0,0,16,,,0,,,,178,2065,,,,2188,50,123,,ID,228,2188,2188
40,-89,Illinois,1,3/26/2020 8:00:00 PM,7,26,17,,,0,,,,1749,14093,,,,16631,673,2538,,IL,2422,16631,16631
40.273502,-86.126976,Indiana,1,3/26/2020 8:00:00 PM,3,17,18,,,0,,,,1127,4006,,,,4651,168,645,,IN,1295,4651,4651
38.5,-98,Kansas,1,3/26/2020 8:00:00 PM,0,3,20,,,0,,,,509,2869,,,,3037,42,168,,KS,551,3037,3037
37.839333,-84.27002,Kentucky,1,3/26/2020 8:00:00 PM,0,4,21,,,0,,,,237,3102,,,,3300,41,198,,KY,278,3300,3300
30.39183,-92.329102,Louisiana,1,3/26/2020 8:00:00 PM,18,83,22,,676,0,,,,6068,15724,,239,,18029,510,2305,,LA,6578,18029,18029
42.407211,-71.382439,Massachusetts,1,3/26/2020 8:00:00 PM,10,25,25,219,,116,219,,,3248,21204,,,,23621,579,2417,,MA,3827,23621,23621
39.045753,-76.641273,Maryland,1,3/26/2020 8:00:00 PM,0,4,24,132,,132,132,,,0,94,,,,674,157,580,,MD,157,674,674
45.367584,-68.972168,Maine,1,3/26/2020 8:00:00 PM,0,,23,,,0,,,,217,3394,,,,3549,6,155,16,ME,223,3549,3549
44.182205,-84.506836,Michigan,1,3/26/2020 8:00:00 PM,17,60,26,,,0,,,,4481,6550,,,,9406,562,2856,,MI,5043,9406,9406
46.39241,-109.533691,Minnesota,1,3/26/2020 8:00:00 PM,1,2,27,41,31,6,41,,,1416,12604,,,,12950,59,346,,MN,1475,12950,12950
38.573936,-92.60376,Missouri,1,3/26/2020 8:00:00 PM,0,8,29,,,0,,,,0,369,,,,871,146,502,,MO,146,871,871
15.106389,145.706524,Northern Marianas,1,3/26/2020 8:00:00 PM,0,0,69,,,0,,,,0,,,,,0,0,0,,MP,0,0,0
33,-90,Mississippi,1,3/26/2020 8:00:00 PM,4,6,28,150,,33,150,,,725,2291,,,,2776,108,485,,MS,833,2776,2776
46.96526,-109.533691,Montana,1,3/26/2020 8:00:00 PM,0,,30,1,,1,1,,,180,2128,,,,2199,18,71,,MT,198,2199,2199
35.782169,-80.793457,North Carolina,1,3/26/2020 8:00:00 PM,1,2,37,,29,0,,,,2289,12274,,,,12910,132,636,,NC,2421,12910,12910
47.650589,-100.437012,North Dakota,1,3/26/2020 8:00:00 PM,0,0,38,10,,2,10,,,305,2039,,,,2091,13,52,,ND,318,2091,2091
41.5,-100,Nebraska,1,3/26/2020 8:00:00 PM,0,0,31,,,0,,,,280,1584,,,,1657,12,73,,NE,292,1657,1657
44,-71.5,New Hampshire,1,3/26/2020 8:00:00 PM,0,1,33,19,,6,19,,,645,3001,,,712,3138,29,137,,NH,674,3138,3850
39.833851,-74.871826,New Jersey,1,3/26/2020 8:00:00 PM,19,81,34,,1080,0,,,,3209,13661,,,,20537,2474,6876,,NJ,5683,20537,20537
34.307144,-106.018066,New Mexico,1,3/26/2020 8:00:00 PM,0,1,35,,,0,,,,939,7681,,,,7793,12,112,,NM,951,7793,7793
39.876019,-117.224121,Nevada,1,3/26/2020 8:00:00 PM,4,10,32,,,0,,,,446,4697,,,,5117,99,420,,NV,545,5117,5117
43,-75,New York,1,3/26/2020 8:00:00 PM,100,385,36,6844,5327,3039,6844,1290,1290,12178,84846,,,,122104,6447,37258,,NY,18625,122104,122104
40.367474,-82.996216,Ohio,1,3/26/2020 8:00:00 PM,5,15,39,223,,41,223,91,,2389,16449,,,,17316,163,867,,OH,2552,17316,17316
36.084621,-96.921387,Oklahoma,1,3/26/2020 8:00:00 PM,2,7,40,86,,27,86,,,153,958,,,,1206,84,248,,OK,237,1206,1206
44,-120.5,Oregon,1,3/26/2020 8:00:00 PM,3,11,41,90,,29,90,,,2603,6953,,,,7280,118,327,,OR,2721,7280,7280
41.203323,-77.194527,Pennsylvania,1,3/26/2020 8:00:00 PM,5,16,42,,,0,,,,5248,16441,,,,18128,560,1687,,PA,5808,18128,18128
18.200178,-66.664513,Puerto Rico,1,3/26/2020 8:00:00 PM,0,2,72,,,0,,,,60,377,,,335,441,13,64,,PR,73,441,776
41.700001,-71.5,Rhode Island,1,3/26/2020 8:00:00 PM,0,,44,23,23,7,23,9,9,196,1339,6,6,181,1504,41,165,,RI,237,1504,1685
33.836082,-81.163727,South Carolina,1,3/26/2020 8:00:00 PM,2,9,45,109,,7,109,,,4,2307,,,,2763,32,456,,SC,36,2763,2763
44.5,-100,South Dakota,1,3/26/2020 8:00:00 PM,0,1,46,,,0,,,,1154,1973,,,125,2019,5,46,16,SD,1159,2019,2144
35.860119,-86.660156,Tennessee,1,3/26/2020 8:00:00 PM,0,3,47,76,,23,76,,,2940,13952,,,,14909,173,957,,TN,3113,14909,14909
31,-100,Texas,1,3/26/2020 8:00:00 PM,6,18,48,,,0,,,,7508,20028,,,,21424,422,1396,,TX,7930,21424,21424
39.41922,-111.950684,Utah,1,3/26/2020 8:00:00 PM,0,1,49,,,0,,,,817,7308,,,,7710,56,402,,UT,873,7710,7710
37.926868,-78.024902,Virginia,1,3/26/2020 8:00:00 PM,4,13,51,65,,6,65,,,750,5729,,,,6189,69,460,,VA,819,6189,6189
18.343441,-64.8671634,Virgin Islands,1,3/26/2020 8:00:00 PM,0,0,78,,,0,,,,0,55,,,2,72,0,17,,VI,0,72,74
44,-72.699997,Vermont,1,3/26/2020 8:00:00 PM,1,9,50,,,0,,,,261,1850,,,,2008,35,158,,VT,296,2008,2008
47.751076,-120.740135,Washington,1,3/26/2020 8:00:00 PM,9,132,53,,,0,,,,0,31712,,,,34292,111,2580,,WA,111,34292,34292
44.5,-89.5,Wisconsin,1,3/26/2020 8:00:00 PM,1,8,55,,,0,,,,1494,11583,,,,12290,122,707,,WI,1616,12290,12290
39,-80.5,West Virginia,1,3/26/2020 8:00:00 PM,0,0,54,1,,0,1,,,272,1031,,,19,1082,12,51,,WV,284,1082,1101
43.07597,-107.290283,Wyoming,1,3/26/2020 8:00:00 PM,0,,56,,,0,,,,98,1052,,,,1105,9,53,12,WY,107,1105,1105
66.160507,-153.369141,Alaska,1,3/25/2020 8:00:00 PM,1,1,2,1,,1,1,,,663,1649,,,,1691,6,42,,AK,669,1691,1691
32.31823,-86.902298,Alabama,1,3/25/2020 8:00:00 PM,0,0,1,,,0,,,,423,2529,,,,2812,68,283,,AL,491,2812,2812
34.799999,-92.199997,Arkansas,1,3/25/2020 8:00:00 PM,2,2,5,,22,0,,,,490,1437,,4,,1717,62,280,11,AR,552,1717,1717
-14.306407,-170.6950175,American Samoa,1,3/25/2020 8:00:00 PM,0,0,60,,,0,,,,0,,,,,0,0,0,,AS,0,0,0
34.048927,-111.093735,Arizona,1,3/25/2020 8:00:00 PM,1,6,4,,,0,,,,10,323,,,53,773,93,450,,AZ,103,773,826
36.778259,-119.417931,California,1,3/25/2020 8:00:00 PM,13,53,6,,,0,,,,2469,15921,,,48600,18276,253,2355,,CA,2722,18276,66876
39.113014,-105.358887,Colorado,1,3/25/2020 8:00:00 PM,4,11,8,84,,12,84,,,1285,6789,,,,7701,192,912,,CO,1477,7701,7701
41.599998,-72.699997,Connecticut,1,3/25/2020 8:00:00 PM,7,19,9,,113,0,,,,341,5023,,,,5898,257,875,,CT,598,5898,5898
