Latitude,Longitude,State,Number of Records,Date Checked,Death Increase,Death,Fips,Hospitalized Cumulative,Hospitalized Currently,Hospitalized Increase,Hospitalized,In Icu Cumulative,In Icu Currently,Negative Increase,Negative,On Ventilator Cumulative,On Ventilator Currently,Pending,Pos Neg,Positive Increase,Positive,Recovered,State Postal Code,Total Test Results Increase,Total Test Results,Total
38.573936,-92.60376,Missouri,1,3/13/2020 8:00:00 PM,0,,29,,,0,,,,7,71,,,,73,1,2,,MO,8,73,73
33,-90,Mississippi,1,3/13/2020 8:00:00 PM,0,,28,,,0,,,,0,41,,,,45,3,4,,MS,3,45,45
46.96526,-109.533691,Montana,1,3/13/2020 8:00:00 PM,0,,30,,,0,,,,21,55,,,,56,0,1,,MT,21,56,56
35.782169,-80.793457,North Carolina,1,3/13/2020 8:00:00 PM,0,,37,,,0,,,,26,86,,,,101,3,15,,NC,29,101,101
47.650589,-100.437012,North Dakota,1,3/13/2020 8:00:00 PM,0,0,38,,,0,,,,27,39,,,12,40,0,1,,ND,27,40,52
41.5,-100,Nebraska,1,3/13/2020 8:00:00 PM,0,,31,,,0,,,,0,80,,,33,93,3,13,,NE,3,93,126
44,-71.5,New Hampshire,1,3/13/2020 8:00:00 PM,0,,33,,,0,,,,0,94,,,21,100,0,6,,NH,0,100,121
39.833851,-74.871826,New Jersey,1,3/13/2020 8:00:00 PM,0,1,34,,,0,,,,23,97,,,80,147,20,50,,NJ,43,147,227
34.307144,-106.018066,New Mexico,1,3/13/2020 8:00:00 PM,0,,35,,,0,,,,35,190,,,,200,5,10,,NM,40,200,200
39.876019,-117.224121,Nevada,1,3/13/2020 8:00:00 PM,0,,32,,,0,,,,0,168,,,,179,4,11,,NV,4,179,179
43,-75,New York,1,3/13/2020 8:00:00 PM,0,,36,,,0,,,,2687,2779,,,,3200,205,421,,NY,2892,3200,3200
40.367474,-82.996216,Ohio,1,3/13/2020 8:00:00 PM,0,,39,,,0,,,,20,50,,,159,63,8,13,,OH,28,63,222
36.084621,-96.921387,Oklahoma,1,3/13/2020 8:00:00 PM,0,,40,,,0,,,,0,36,,,37,39,0,3,,OK,0,39,76
44,-120.5,Oregon,1,3/13/2020 8:00:00 PM,0,,41,,,0,,,,51,337,,,157,367,11,30,,OR,62,367,524
41.203323,-77.194527,Pennsylvania,1,3/13/2020 8:00:00 PM,0,,42,,,0,,,,24,140,,,130,173,11,33,,PA,35,173,303
41.700001,-71.5,Rhode Island,1,3/13/2020 8:00:00 PM,0,,44,,,0,,,,48,142,,,29,156,9,14,,RI,57,156,185
33.836082,-81.163727,South Carolina,1,3/13/2020 8:00:00 PM,0,,45,,,0,,,,27,75,,,,87,2,12,,SC,29,87,87
44.5,-100,South Dakota,1,3/13/2020 8:00:00 PM,0,,46,,,0,,,,46,73,,,11,82,1,9,,SD,47,82,93
35.860119,-86.660156,Tennessee,1,3/13/2020 8:00:00 PM,0,,47,,,0,,,,37,116,,,,142,8,26,,TN,45,142,142
31,-100,Texas,1,3/13/2020 8:00:00 PM,0,,48,,,0,,,,0,,,,,39,16,39,,TX,16,39,39
39.41922,-111.950684,Utah,1,3/13/2020 8:00:00 PM,0,,49,,,0,,,,0,131,,,,137,2,6,,UT,2,137,137
37.926868,-78.024902,Virginia,1,3/13/2020 8:00:00 PM,0,,51,,,0,,,,0,117,,,,147,13,30,,VA,13,147,147
44,-72.699997,Vermont,1,3/13/2020 8:00:00 PM,0,,50,,,0,,,,45,142,,,,144,0,2,,VT,45,144,144
47.751076,-120.740135,Washington,1,3/13/2020 8:00:00 PM,2,31,53,,,0,,,,1313,4350,,,,4807,120,457,,WA,1433,4807,4807
44.5,-89.5,Wisconsin,1,3/13/2020 8:00:00 PM,0,,55,,,0,,,,85,169,,,,188,11,19,,WI,96,188,188
39,-80.5,West Virginia,1,3/13/2020 8:00:00 PM,0,,54,,,0,,,,10,17,,,4,17,0,0,,WV,10,17,21
43.07597,-107.290283,Wyoming,1,3/13/2020 8:00:00 PM,0,,56,,,0,,,,0,,,,,1,0,1,,WY,0,1,1
66.160507,-153.369141,Alaska,1,3/14/2020 8:00:00 PM,0,,2,,,0,,,,84,143,,,,144,0,1,,AK,84,144,144
32.31823,-86.902298,Alabama,1,3/14/2020 8:00:00 PM,0,,1,,,0,,,,11,22,,,46,28,5,6,,AL,16,28,74
34.799999,-92.199997,Arkansas,1,3/14/2020 8:00:00 PM,0,,5,,,0,,,,35,65,,,26,77,3,12,,AR,38,77,103
34.048927,-111.093735,Arizona,1,3/14/2020 8:00:00 PM,0,0,4,,,0,,,,27,121,,,50,133,3,12,,AZ,30,133,183
36.778259,-119.417931,California,1,3/14/2020 8:00:00 PM,1,5,6,,,0,,,,0,916,,,,1168,50,252,,CA,50,1168,1168
39.113014,-105.358887,Colorado,1,3/14/2020 8:00:00 PM,1,1,8,,,0,,,,86,610,,,,711,29,101,,CO,115,711,711
41.599998,-72.699997,Connecticut,1,3/14/2020 8:00:00 PM,0,,9,,,0,,,,26,125,,,,136,5,11,,CT,31,136,136
38.900497,-77.007507,Dist. of Columbia,1,3/14/2020 8:00:00 PM,0,,11,,,0,,,,29,49,,,10,59,0,10,,DC,29,59,69
39,-75.5,Delaware,1,3/14/2020 8:00:00 PM,0,,10,,,0,,,,6,36,,,32,42,2,6,,DE,8,42,74
27.994402,-81.760254,Florida,1,3/14/2020 8:00:00 PM,1,3,12,,,0,,,,0,478,,,221,555,27,77,,FL,27,555,776
33.247875,-83.441162,Georgia,1,3/14/2020 8:00:00 PM,0,1,13,,,0,,,,0,,,,,66,24,66,,GA,24,66,66
19.741755,-155.844437,Hawaii,1,3/14/2020 8:00:00 PM,0,,15,,,0,,,,0,,,,,2,0,2,,HI,0,2,2
42.032974,-93.581543,Iowa,1,3/14/2020 8:00:00 PM,0,,19,,,0,,,,0,83,,,,100,1,17,,IA,1,100,100
44.068203,-114.742043,Idaho,1,3/14/2020 8:00:00 PM,0,,16,,,0,,,,43,174,,,,176,2,2,,ID,45,176,176
40,-89,Illinois,1,3/14/2020 8:00:00 PM,0,,17,,,0,,,,22,316,,,82,362,14,46,,IL,36,362,444
40.273502,-86.126976,Indiana,1,3/14/2020 8:00:00 PM,0,0,18,,,0,,,,13,74,,,,89,3,15,,IN,16,89,89
38.5,-98,Kansas,1,3/14/2020 8:00:00 PM,1,1,20,,,0,,,,0,93,,,,99,0,6,,KS,0,99,99
37.839333,-84.27002,Kentucky,1,3/14/2020 8:00:00 PM,0,,21,,,0,,,,32,139,,,,153,3,14,,KY,35,153,153
30.39183,-92.329102,Louisiana,1,3/14/2020 8:00:00 PM,0,,22,,,0,,,,72,109,,,,178,33,69,,LA,105,178,178
42.407211,-71.382439,Massachusetts,1,3/14/2020 8:00:00 PM,0,,25,,,0,,,,260,352,,,,490,15,138,,MA,275,490,490
39.045753,-76.641273,Maryland,1,3/14/2020 8:00:00 PM,0,,24,,,0,,,,0,94,,,,120,9,26,,MD,9,120,120
45.367584,-68.972168,Maine,1,3/14/2020 8:00:00 PM,0,,23,,,0,,,,0,91,,,17,94,0,3,,ME,0,94,111
44.182205,-84.506836,Michigan,1,3/14/2020 8:00:00 PM,0,,26,,,0,,,,72,205,,,26,230,9,25,,MI,81,230,256
46.39241,-109.533691,Minnesota,1,3/14/2020 8:00:00 PM,0,,27,,,0,,,,306,847,,,,868,7,21,,MN,313,868,868
38.573936,-92.60376,Missouri,1,3/14/2020 8:00:00 PM,0,0,29,,,0,,,,19,90,,,,94,2,4,,MO,21,94,94
33,-90,Mississippi,1,3/14/2020 8:00:00 PM,0,,28,,,0,,,,43,84,,,,90,2,6,,MS,45,90,90
46.96526,-109.533691,Montana,1,3/14/2020 8:00:00 PM,0,,30,,,0,,,,48,103,,,,108,4,5,,MT,52,108,108
35.782169,-80.793457,North Carolina,1,3/14/2020 8:00:00 PM,0,,37,,,0,,,,51,137,,,,160,8,23,,NC,59,160,160
47.650589,-100.437012,North Dakota,1,3/14/2020 8:00:00 PM,0,0,38,,,0,,,,15,54,,,14,55,0,1,,ND,15,55,69
41.5,-100,Nebraska,1,3/14/2020 8:00:00 PM,0,,31,,,0,,,,0,80,,,33,94,1,14,,NE,1,94,127
44,-71.5,New Hampshire,1,3/14/2020 8:00:00 PM,0,,33,,,0,,,,118,212,,,31,219,1,7,,NH,119,219,250
39.833851,-74.871826,New Jersey,1,3/14/2020 8:00:00 PM,0,1,34,,,0,,,,0,97,,,80,147,0,50,,NJ,0,147,227
34.307144,-106.018066,New Mexico,1,3/14/2020 8:00:00 PM,0,,35,,,0,,,,47,237,,,,247,0,10,,NM,47,247,247
39.876019,-117.224121,Nevada,1,3/14/2020 8:00:00 PM,0,,32,,,0,,,,0,168,,,,188,9,20,,NV,9,188,188
43,-75,New York,1,3/14/2020 8:00:00 PM,0,,36,,,0,,,,0,2779,,,,3303,103,524,,NY,103,3303,3303
40.367474,-82.996216,Ohio,1,3/14/2020 8:00:00 PM,0,,39,,,0,,,,0,50,,,159,63,0,13,,OH,0,63,222
36.084621,-96.921387,Oklahoma,1,3/14/2020 8:00:00 PM,0,,40,,,0,,,,0,36,,,37,40,1,4,,OK,1,40,77
44,-120.5,Oregon,1,3/14/2020 8:00:00 PM,0,,41,,,0,,,,0,337,,,157,367,0,30,,OR,0,367,524
41.203323,-77.194527,Pennsylvania,1,3/14/2020 8:00:00 PM,0,,42,,,0,,,,65,205,,,150,252,14,47,,PA,79,252,402
41.700001,-71.5,Rhode Island,1,3/14/2020 8:00:00 PM,0,,44,,,0,,,,56,198,,,57,218,6,20,,RI,62,218,275
33.836082,-81.163727,South Carolina,1,3/14/2020 8:00:00 PM,0,,45,,,0,,,,35,110,,,,123,1,13,,SC,36,123,123
44.5,-100,South Dakota,1,3/14/2020 8:00:00 PM,0,,46,,,0,,,,109,182,,,3,191,0,9,,SD,109,191,194
35.860119,-86.660156,Tennessee,1,3/14/2020 8:00:00 PM,0,,47,,,0,,,,14,130,,,,162,6,32,,TN,20,162,162
31,-100,Texas,1,3/14/2020 8:00:00 PM,0,,48,,,0,,,,0,,,,,51,12,51,,TX,12,51,51
39.41922,-111.950684,Utah,1,3/14/2020 8:00:00 PM,0,,49,,,0,,,,0,131,,,,137,0,6,,UT,0,137,137
37.926868,-78.024902,Virginia,1,3/14/2020 8:00:00 PM,0,,51,,,0,,,,0,117,,,,147,0,30,,VA,0,147,147
44,-72.699997,Vermont,1,3/14/2020 8:00:00 PM,0,,50,,,0,,,,85,227,,,,231,2,4,,VT,87,231,231
47.751076,-120.740135,Washington,1,3/14/2020 8:00:00 PM,6,37,53,,,0,,,,1651,6001,,,,6569,111,568,,WA,1762,6569,6569
44.5,-89.5,Wisconsin,1,3/14/2020 8:00:00 PM,0,,55,,,0,,,,0,169,,,,188,0,19,,WI,0,188,188
39,-80.5,West Virginia,1,3/14/2020 8:00:00 PM,0,,54,,,0,,,,9,26,,,5,26,0,0,,WV,9,26,31
43.07597,-107.290283,Wyoming,1,3/14/2020 8:00:00 PM,0,,56,,,0,,,,0,,,,,2,1,2,,WY,1,2,2
66.160507,-153.369141,Alaska,1,3/15/2020 8:00:00 PM,0,,2,,,0,,,,0,143,,,,144,0,1,,AK,0,144,144
32.31823,-86.902298,Alabama,1,3/15/2020 8:00:00 PM,0,0,1,,,0,,,,6,28,,,46,40,6,12,,AL,12,40,86
34.799999,-92.199997,Arkansas,1,3/15/2020 8:00:00 PM,0,,5,,,0,,,,38,103,,,30,119,4,16,,AR,42,119,149
34.048927,-111.093735,Arizona,1,3/15/2020 8:00:00 PM,0,0,4,,,0,,,,0,121,,,50,133,0,12,,AZ,0,133,183
36.778259,-119.417931,California,1,3/15/2020 8:00:00 PM,0,5,6,,,0,,,,0,916,,,,1209,41,293,,CA,41,1209,1209
39.113014,-105.358887,Colorado,1,3/15/2020 8:00:00 PM,0,1,8,,,0,,,,17,627,,,,758,30,131,,CO,47,758,758
41.599998,-72.699997,Connecticut,1,3/15/2020 8:00:00 PM,0,,9,,,0,,,,0,125,,,,145,9,20,,CT,9,145,145
38.900497,-77.007507,Dist. of Columbia,1,3/15/2020 8:00:00 PM,0,,11,,,0,,,,30,79,,,20,95,6,16,,DC,36,95,115
39,-75.5,Delaware,1,3/15/2020 8:00:00 PM,0,,10,,,0,,,,0,36,,,32,42,0,6,,DE,0,42,74
27.994402,-81.760254,Florida,1,3/15/2020 8:00:00 PM,1,4,12,,,0,,,,200,678,,,454,794,39,116,,FL,239,794,1248
33.247875,-83.441162,Georgia,1,3/15/2020 8:00:00 PM,0,1,13,,,0,,,,0,,,,,99,33,99,,GA,33,99,99
19.741755,-155.844437,Hawaii,1,3/15/2020 8:00:00 PM,0,,15,,,0,,,,0,,,,,2,0,2,,HI,0,2,2
42.032974,-93.581543,Iowa,1,3/15/2020 8:00:00 PM,0,,19,,,0,,,,0,83,,,,101,1,18,,IA,1,101,101
44.068203,-114.742043,Idaho,1,3/15/2020 8:00:00 PM,0,,16,,,0,,,,0,174,,,,179,3,5,,ID,3,179,179
40,-89,Illinois,1,3/15/2020 8:00:00 PM,0,,17,,,0,,,,133,449,,,195,513,18,64,,IL,151,513,708
40.273502,-86.126976,Indiana,1,3/15/2020 8:00:00 PM,0,0,18,,,0,,,,28,102,,,,121,4,19,,IN,32,121,121
38.5,-98,Kansas,1,3/15/2020 8:00:00 PM,0,1,20,,,0,,,,42,135,,,,143,2,8,,KS,44,143,143
37.839333,-84.27002,Kentucky,1,3/15/2020 8:00:00 PM,0,,21,,,0,,,,0,139,,,,155,2,16,,KY,2,155,155
30.39183,-92.329102,Louisiana,1,3/15/2020 8:00:00 PM,2,2,22,,,0,,,,47,156,,,,247,22,91,,LA,69,247,247
42.407211,-71.382439,Massachusetts,1,3/15/2020 8:00:00 PM,0,,25,,,0,,,,0,352,,,,490,0,138,,MA,0,490,490
39.045753,-76.641273,Maryland,1,3/15/2020 8:00:00 PM,0,,24,,,0,,,,0,94,,,,125,5,31,,MD,5,125,125
45.367584,-68.972168,Maine,1,3/15/2020 8:00:00 PM,0,,23,,,0,,,,0,91,,,17,94,0,3,,ME,0,94,111
44.182205,-84.506836,Michigan,1,3/15/2020 8:00:00 PM,0,,26,,,0,,,,0,205,,,26,238,8,33,,MI,8,238,264
46.39241,-109.533691,Minnesota,1,3/15/2020 8:00:00 PM,0,,27,,,0,,,,540,1387,,,,1422,14,35,,MN,554,1422,1422
38.573936,-92.60376,Missouri,1,3/15/2020 8:00:00 PM,0,0,29,,,0,,,,32,122,,,,127,1,5,,MO,33,127,127
33,-90,Mississippi,1,3/15/2020 8:00:00 PM,0,,28,,,0,,,,0,84,,,,94,4,10,,MS,4,94,94
46.96526,-109.533691,Montana,1,3/15/2020 8:00:00 PM,0,,30,,,0,,,,0,103,,,57,110,2,7,,MT,2,110,167
35.782169,-80.793457,North Carolina,1,3/15/2020 8:00:00 PM,0,,37,,,0,,,,90,227,,,151,259,9,32,,NC,99,259,410
47.650589,-100.437012,North Dakota,1,3/15/2020 8:00:00 PM,0,0,38,,,0,,,,41,95,,,4,96,0,1,,ND,41,96,100
41.5,-100,Nebraska,1,3/15/2020 8:00:00 PM,0,,31,,,0,,,,0,80,,,33,97,3,17,,NE,3,97,130
44,-71.5,New Hampshire,1,3/15/2020 8:00:00 PM,0,,33,,,0,,,,59,271,,,95,284,6,13,,NH,65,284,379
39.833851,-74.871826,New Jersey,1,3/15/2020 8:00:00 PM,1,2,34,,,0,,,,23,120,,,34,218,48,98,,NJ,71,218,252
34.307144,-106.018066,New Mexico,1,3/15/2020 8:00:00 PM,0,,35,,,0,,,,245,482,,,,495,3,13,,NM,248,495,495
39.876019,-117.224121,Nevada,1,3/15/2020 8:00:00 PM,0,,32,,,0,,,,0,168,,,164,189,1,21,,NV,1,189,353
43,-75,New York,1,3/15/2020 8:00:00 PM,3,3,36,,,0,,,,1764,4543,,,,5272,205,729,,NY,1969,5272,5272
40.367474,-82.996216,Ohio,1,3/15/2020 8:00:00 PM,0,,39,,,0,,,,89,139,,,350,175,23,36,,OH,112,175,525
36.084621,-96.921387,Oklahoma,1,3/15/2020 8:00:00 PM,0,,40,,,0,,,,82,118,,,12,127,5,9,,OK,87,127,139
44,-120.5,Oregon,1,3/15/2020 8:00:00 PM,0,,41,,,0,,,,83,420,,,225,456,6,36,,OR,89,456,681
41.203323,-77.194527,Pennsylvania,1,3/15/2020 8:00:00 PM,0,,42,,,0,,,,0,205,,,183,268,16,63,,PA,16,268,451
41.700001,-71.5,Rhode Island,1,3/15/2020 8:00:00 PM,0,,44,,,0,,,,0,198,,,57,218,0,20,,RI,0,218,275
33.836082,-81.163727,South Carolina,1,3/15/2020 8:00:00 PM,0,,45,,,0,,,,44,154,,,,173,6,19,,SC,50,173,173
44.5,-100,South Dakota,1,3/15/2020 8:00:00 PM,0,,46,,,0,,,,145,327,,,6,336,0,9,,SD,145,336,342
35.860119,-86.660156,Tennessee,1,3/15/2020 8:00:00 PM,0,,47,,,0,,,,27,157,,,,196,7,39,,TN,34,196,196
31,-100,Texas,1,3/15/2020 8:00:00 PM,0,,48,,,0,,,,0,,,,,56,5,56,,TX,5,56,56
39.41922,-111.950684,Utah,1,3/15/2020 8:00:00 PM,0,0,49,,,0,,,,0,131,,,,159,22,28,,UT,22,159,159
37.926868,-78.024902,Virginia,1,3/15/2020 8:00:00 PM,1,1,51,,,0,,,,246,363,,,,408,15,45,,VA,261,408,408
44,-72.699997,Vermont,1,3/15/2020 8:00:00 PM,0,,50,,,0,,,,121,348,,,,352,0,4,,VT,121,352,352
47.751076,-120.740135,Washington,1,3/15/2020 8:00:00 PM,3,40,53,,,0,,,,1121,7122,,,,7764,74,642,,WA,1195,7764,7764
44.5,-89.5,Wisconsin,1,3/15/2020 8:00:00 PM,0,,55,,,0,,,,144,313,,,,346,14,33,,WI,158,346,346
39,-80.5,West Virginia,1,3/15/2020 8:00:00 PM,0,0,54,,,0,,,,12,38,,,1,38,0,0,,WV,12,38,39
43.07597,-107.290283,Wyoming,1,3/15/2020 8:00:00 PM,0,,56,,,0,,,,0,,,,,3,1,3,,WY,1,3,3
66.160507,-153.369141,Alaska,1,3/16/2020 8:00:00 PM,0,,2,,,0,,,,0,143,,,,144,0,1,,AK,0,144,144
32.31823,-86.902298,Alabama,1,3/16/2020 8:00:00 PM,0,0,1,,,0,,,,0,28,,,40,56,16,28,,AL,16,56,96
34.799999,-92.199997,Arkansas,1,3/16/2020 8:00:00 PM,0,,5,,,0,,,,29,132,,,14,154,6,22,,AR,35,154,168
-14.306407,-170.6950175,American Samoa,1,3/16/2020 8:00:00 PM,,,60,,,,,,,,,,,,0,,0,,AS,,0,0
34.048927,-111.093735,Arizona,1,3/16/2020 8:00:00 PM,0,0,4,,,0,,,,4,125,,,63,143,6,18,,AZ,10,143,206
36.778259,-119.417931,California,1,3/16/2020 8:00:00 PM,1,6,6,,,0,,,,7065,7981,,,,8316,42,335,,CA,7107,8316,8316
39.113014,-105.358887,Colorado,1,3/16/2020 8:00:00 PM,0,1,8,,,0,,,,0,627,,,,758,0,131,,CO,0,758,758
41.599998,-72.699997,Connecticut,1,3/16/2020 8:00:00 PM,0,,9,,,0,,,,0,125,,,,151,6,26,,CT,6,151,151
38.900497,-77.007507,Dist. of Columbia,1,3/16/2020 8:00:00 PM,0,,11,,,0,,,,17,96,,,7,113,1,17,,DC,18,113,120
39,-75.5,Delaware,1,3/16/2020 8:00:00 PM,0,,10,,,0,,,,0,36,,,32,44,2,8,,DE,2,44,76
27.994402,-81.760254,Florida,1,3/16/2020 8:00:00 PM,0,4,12,,,0,,,,6,684,,,514,825,25,141,,FL,31,825,1339
33.247875,-83.441162,Georgia,1,3/16/2020 8:00:00 PM,0,1,13,,,0,,,,0,,,,,121,22,121,,GA,22,121,121
13.444304,144.793732,Guam,1,3/16/2020 8:00:00 PM,,,66,,,,,,,,23,,,,26,,3,,GU,,26,26
19.741755,-155.844437,Hawaii,1,3/16/2020 8:00:00 PM,0,,15,,,0,,,,0,,,,,7,5,7,,HI,5,7,7
42.032974,-93.581543,Iowa,1,3/16/2020 8:00:00 PM,0,,19,,,0,,,,0,83,,,,105,4,22,,IA,4,105,105
44.068203,-114.742043,Idaho,1,3/16/2020 8:00:00 PM,0,,16,,,0,,,,91,265,,,,270,0,5,,ID,91,270,270
40,-89,Illinois,1,3/16/2020 8:00:00 PM,0,,17,,,0,,,,483,932,,,,1025,29,93,,IL,512,1025,1025
40.273502,-86.126976,Indiana,1,3/16/2020 8:00:00 PM,1,1,18,,,0,,,,13,115,,,,139,5,24,,IN,18,139,139
38.5,-98,Kansas,1,3/16/2020 8:00:00 PM,0,1,20,,,0,,,,31,166,,,,177,3,11,,KS,34,177,177
37.839333,-84.27002,Kentucky,1,3/16/2020 8:00:00 PM,1,1,21,,,0,,,,95,234,,,,255,5,21,,KY,100,255,255
30.39183,-92.329102,Louisiana,1,3/16/2020 8:00:00 PM,0,2,22,,,0,,,,32,188,,,,302,23,114,,LA,55,302,302
42.407211,-71.382439,Massachusetts,1,3/16/2020 8:00:00 PM,0,,25,,,0,,,,0,352,,,,516,26,164,,MA,26,516,516
39.045753,-76.641273,Maryland,1,3/16/2020 8:00:00 PM,0,,24,,,0,,,,0,94,,,,131,6,37,,MD,6,131,131
45.367584,-68.972168,Maine,1,3/16/2020 8:00:00 PM,0,,23,,,0,,,,673,764,,,,781,14,17,,ME,687,781,781
44.182205,-84.506836,Michigan,1,3/16/2020 8:00:00 PM,0,,26,,,0,,,,67,272,,,30,325,20,53,,MI,87,325,355
46.39241,-109.533691,Minnesota,1,3/16/2020 8:00:00 PM,0,,27,,,0,,,,452,1839,,,,1893,19,54,,MN,471,1893,1893
38.573936,-92.60376,Missouri,1,3/16/2020 8:00:00 PM,0,0,29,,,0,,,,42,164,,,,170,1,6,,MO,43,170,170
15.106389,145.706524,Northern Marianas,1,3/16/2020 8:00:00 PM,,,69,,,,,,,,,,,,0,,0,,MP,,0,0
33,-90,Mississippi,1,3/16/2020 8:00:00 PM,0,,28,,,0,,,,193,277,,,,289,2,12,,MS,195,289,289
46.96526,-109.533691,Montana,1,3/16/2020 8:00:00 PM,0,,30,,,0,,,,95,198,,,,205,0,7,,MT,95,205,205
35.782169,-80.793457,North Carolina,1,3/16/2020 8:00:00 PM,0,0,37,,,0,,,,69,296,,,151,329,1,33,,NC,70,329,480
47.650589,-100.437012,North Dakota,1,3/16/2020 8:00:00 PM,0,0,38,,,0,,,,28,123,,,0,124,0,1,,ND,28,124,124
41.5,-100,Nebraska,1,3/16/2020 8:00:00 PM,0,,31,,,0,,,,90,170,,,,188,1,18,,NE,91,188,188
44,-71.5,New Hampshire,1,3/16/2020 8:00:00 PM,0,,33,,,0,,,,0,271,,,95,284,0,13,,NH,0,284,379
39.833851,-74.871826,New Jersey,1,3/16/2020 8:00:00 PM,0,2,34,,,0,,,,0,120,,,20,298,80,178,,NJ,80,298,318
34.307144,-106.018066,New Mexico,1,3/16/2020 8:00:00 PM,0,,35,,,0,,,,84,566,,,,583,4,17,,NM,88,583,583
39.876019,-117.224121,Nevada,1,3/16/2020 8:00:00 PM,1,1,32,,,0,,,,0,168,,,,213,24,45,,NV,24,213,213
43,-75,New York,1,3/16/2020 8:00:00 PM,4,7,36,,,0,,,,0,4543,,,,5493,221,950,,NY,221,5493,5493
40.367474,-82.996216,Ohio,1,3/16/2020 8:00:00 PM,0,,39,,,0,,,,1,140,,,361,190,14,50,,OH,15,190,551
36.084621,-96.921387,Oklahoma,1,3/16/2020 8:00:00 PM,0,,40,,,0,,,,56,174,,,29,184,1,10,,OK,57,184,213
44,-120.5,Oregon,1,3/16/2020 8:00:00 PM,0,,41,,,0,,,,159,579,,,182,618,3,39,,OR,162,618,800
41.203323,-77.194527,Pennsylvania,1,3/16/2020 8:00:00 PM,0,,42,,,0,,,,465,670,,,,746,13,76,,PA,478,746,746
18.200178,-66.664513,Puerto Rico,1,3/16/2020 8:00:00 PM,,,72,,,,,,,,9,,,,14,,5,,PR,,14,14
41.700001,-71.5,Rhode Island,1,3/16/2020 8:00:00 PM,0,,44,,,0,,,,110,308,,,149,329,1,21,,RI,111,329,478
33.836082,-81.163727,South Carolina,1,3/16/2020 8:00:00 PM,1,1,45,,,0,,,,81,235,,,,263,9,28,,SC,90,263,263
44.5,-100,South Dakota,1,3/16/2020 8:00:00 PM,0,,46,,,0,,,,167,494,,,0,504,1,10,,SD,168,504,504
35.860119,-86.660156,Tennessee,1,3/16/2020 8:00:00 PM,0,,47,,,0,,,,113,270,,,,322,13,52,,TN,126,322,322
31,-100,Texas,1,3/16/2020 8:00:00 PM,0,,48,,,0,,,,0,,,,,57,1,57,,TX,1,57,57
39.41922,-111.950684,Utah,1,3/16/2020 8:00:00 PM,0,0,49,,,0,,,,0,131,,,,170,11,39,,UT,11,170,170
37.926868,-78.024902,Virginia,1,3/16/2020 8:00:00 PM,0,1,51,,,0,,,,75,438,,,,489,6,51,,VA,81,489,489
18.343441,-64.8671634,Virgin Islands,1,3/16/2020 8:00:00 PM,,,78,,,,,,,,,,,,1,,1,,VI,,1,1
44,-72.699997,Vermont,1,3/16/2020 8:00:00 PM,0,,50,,,0,,,,73,421,,,,429,4,8,,VT,77,429,429
47.751076,-120.740135,Washington,1,3/16/2020 8:00:00 PM,2,42,53,,,0,,,,2329,9451,,,,10220,127,769,,WA,2456,10220,10220
44.5,-89.5,Wisconsin,1,3/16/2020 8:00:00 PM,0,,55,,,0,,,,191,504,,,,551,14,47,,WI,205,551,551
39,-80.5,West Virginia,1,3/16/2020 8:00:00 PM,0,0,54,,,0,,,,42,80,,,4,80,0,0,,WV,42,80,84
43.07597,-107.290283,Wyoming,1,3/16/2020 8:00:00 PM,0,,56,,,0,,,,0,,,,,3,0,3,,WY,0,3,3
66.160507,-153.369141,Alaska,1,3/17/2020 8:00:00 PM,0,,2,,,0,,,,191,334,,,,337,2,3,,AK,193,337,337
32.31823,-86.902298,Alabama,1,3/17/2020 8:00:00 PM,0,0,1,,,0,,,,0,28,,,,64,8,36,,AL,8,64,64
34.799999,-92.199997,Arkansas,1,3/17/2020 8:00:00 PM,0,,5,,,0,,,,65,197,,,41,219,0,22,,AR,65,219,260
-14.306407,-170.6950175,American Samoa,1,3/17/2020 8:00:00 PM,0,,60,,,0,,,,0,,,,,0,0,0,,AS,0,0,0
34.048927,-111.093735,Arizona,1,3/17/2020 8:00:00 PM,0,0,4,,,0,,,,17,142,,,66,162,2,20,,AZ,19,162,228
36.778259,-119.417931,California,1,3/17/2020 8:00:00 PM,5,11,6,,,0,,,,0,7981,,,,8464,148,483,,CA,148,8464,8464
39.113014,-105.358887,Colorado,1,3/17/2020 8:00:00 PM,0,1,8,,,0,,,,429,1056,,,,1216,29,160,,CO,458,1216,1216
41.599998,-72.699997,Connecticut,1,3/17/2020 8:00:00 PM,0,,9,,,0,,,,0,125,,,,166,15,41,,CT,15,166,166
38.900497,-77.007507,Dist. of Columbia,1,3/17/2020 8:00:00 PM,0,,11,,,0,,,,8,104,,,0,126,5,22,,DC,13,126,126
39,-75.5,Delaware,1,3/17/2020 8:00:00 PM,0,,10,,,0,,,,0,36,,,,52,8,16,,DE,8,52,52
27.994402,-81.760254,Florida,1,3/17/2020 8:00:00 PM,2,6,12,,,0,,,,256,940,,,872,1126,45,186,,FL,301,1126,1998
33.247875,-83.441162,Georgia,1,3/17/2020 8:00:00 PM,0,1,13,,,0,,,,0,,,,,146,25,146,,GA,25,146,146
13.444304,144.793732,Guam,1,3/17/2020 8:00:00 PM,0,,66,,,0,,,,18,41,,,,46,2,5,,GU,20,46,46
19.741755,-155.844437,Hawaii,1,3/17/2020 8:00:00 PM,0,,15,,,0,,,,0,,,,,10,3,10,,HI,3,10,10
